	Symbol	Entrez	Description	Signature	SignatureID	Name	Ensembl	Genbank	Unigene	MetaSignature	Key	References	PubmedID	SelectionCriteria	Organism	HugoSymbol	Source	Database	taxid	ProbeID	logFC	P.Value	adj.P.Val	AveExpr	t	HomoloGeneRelease	ID	Function	EnsemblID	UnigeneID	GenbankID	Notes	NamePaper	FoldChange
1594812	POLE2	5427	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		DNA polymerase epsilon 2, accessory subunit				Ras-induced senescence	Mason2004				human	POLE2	Mason et al., Oncogene, 2004	Custom	9606														POLE2	-7.5
1594813	CASP1	834	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		caspase 1				Ras-induced senescence	Mason2004				human	CASP1	Mason et al., Oncogene, 2004	Custom	9606														CASP1	-7.5
1594814	FGL2	10875	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		fibrinogen like 2				Ras-induced senescence	Mason2004				human	FGL2	Mason et al., Oncogene, 2004	Custom	9606														FGL2	-7.2
1594815	NEDD9	4739	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		neural precursor cell expressed, developmentally down-regulated 9				Ras-induced senescence	Mason2004				human	NEDD9	Mason et al., Oncogene, 2004	Custom	9606														NEDD9	-7.2
1594816	PRRX2	51450	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		paired related homeobox 2				Ras-induced senescence	Mason2004				human	PRRX2	Mason et al., Oncogene, 2004	Custom	9606														PRRX2	-7.2
1594817	SMC4	10051	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		structural maintenance of chromosomes 4				Ras-induced senescence	Mason2004				human	SMC4	Mason et al., Oncogene, 2004	Custom	9606														SMC4L1	-7.2
1594818	CDH6	1004	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		cadherin 6				Ras-induced senescence	Mason2004				human	CDH6	Mason et al., Oncogene, 2004	Custom	9606														CDH6	-7
1594819	COL1A1	1277	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		collagen type I alpha 1 chain				Ras-induced senescence	Mason2004				human	COL1A1	Mason et al., Oncogene, 2004	Custom	9606														COL1A1	-7
1594820	CUEDC1	404093	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		CUE domain containing 1				Ras-induced senescence	Mason2004				human	CUEDC1	Mason et al., Oncogene, 2004	Custom	9606														CUEDC1	-7
1594821	DZIP3	9666	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		DAZ interacting zinc finger protein 3				Ras-induced senescence	Mason2004				human	DZIP3	Mason et al., Oncogene, 2004	Custom	9606														DZIP3	-7
1594822	GMNN	51053	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		geminin, DNA replication inhibitor				Ras-induced senescence	Mason2004				human	GMNN	Mason et al., Oncogene, 2004	Custom	9606														GMNN	-7
1594823	LBH	81606	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		limb bud and heart development				Ras-induced senescence	Mason2004				human	LBH	Mason et al., Oncogene, 2004	Custom	9606														LBH	-7
1594824	MYBL1	4603	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		MYB proto-oncogene like 1				Ras-induced senescence	Mason2004				human	MYBL1	Mason et al., Oncogene, 2004	Custom	9606														MYBL1	-7
1594825	CDC25C	995	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		cell division cycle 25C				Ras-induced senescence	Mason2004				human	CDC25C	Mason et al., Oncogene, 2004	Custom	9606														CDC25C	-6.7
1594826	RAD51AP1	10635	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		RAD51 associated protein 1				Ras-induced senescence	Mason2004				human	RAD51AP1	Mason et al., Oncogene, 2004	Custom	9606														PIR51	-6.7
1594827	SV2A	9900	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		synaptic vesicle glycoprotein 2A				Ras-induced senescence	Mason2004				human	SV2A	Mason et al., Oncogene, 2004	Custom	9606														SV2A	-6.7
1594828	TYMS	7298	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		thymidylate synthetase				Ras-induced senescence	Mason2004				human	TYMS	Mason et al., Oncogene, 2004	Custom	9606														TYMS	-6.7
1594829	APOBEC3B	9582	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		apolipoprotein B mRNA editing enzyme catalytic subunit 3B				Ras-induced senescence	Mason2004				human	APOBEC3B	Mason et al., Oncogene, 2004	Custom	9606														APOBEC3B	-6.5
1594830	CDKN3	1033	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		cyclin dependent kinase inhibitor 3				Ras-induced senescence	Mason2004				human	CDKN3	Mason et al., Oncogene, 2004	Custom	9606														CDKN3	-6.5
1594831	CNN1	1264	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		calponin 1				Ras-induced senescence	Mason2004				human	CNN1	Mason et al., Oncogene, 2004	Custom	9606														CNN1	-6.5
1594832	FZD2	2535	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		frizzled class receptor 2				Ras-induced senescence	Mason2004				human	FZD2	Mason et al., Oncogene, 2004	Custom	9606														FZD2	-6.5
1594833	P3H2	55214	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		prolyl 3-hydroxylase 2				Ras-induced senescence	Mason2004				human	P3H2	Mason et al., Oncogene, 2004	Custom	9606														LEPREL1	-6.5
1594834	LRRN3	54674	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		leucine rich repeat neuronal 3				Ras-induced senescence	Mason2004				human	LRRN3	Mason et al., Oncogene, 2004	Custom	9606														LRRN3	-6.5
1594835	MCM6	4175	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		minichromosome maintenance complex component 6				Ras-induced senescence	Mason2004				human	MCM6	Mason et al., Oncogene, 2004	Custom	9606														MCM6	-6.5
1594836	MT1JP	4498	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		metallothionein 1J, pseudogene				Ras-induced senescence	Mason2004				human	MT1JP	Mason et al., Oncogene, 2004	Custom	9606														MTB	-6.5
1594837	NUDT1	4521	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		nudix hydrolase 1				Ras-induced senescence	Mason2004				human	NUDT1	Mason et al., Oncogene, 2004	Custom	9606														NUDT1	-6.5
1594838	RUFY2	55680	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		RUN and FYVE domain containing 2				Ras-induced senescence	Mason2004				human	RUFY2	Mason et al., Oncogene, 2004	Custom	9606														RUFY2	-6.5
1594839	CCNA2	890	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		cyclin A2				Ras-induced senescence	Mason2004				human	CCNA2	Mason et al., Oncogene, 2004	Custom	9606														CCNA2	-6.3
1594840	DKK1	22943	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		dickkopf WNT signaling pathway inhibitor 1				Ras-induced senescence	Mason2004				human	DKK1	Mason et al., Oncogene, 2004	Custom	9606														DKK1	-6.3
1594841	FLOT1	10211	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		flotillin 1				Ras-induced senescence	Mason2004				human	FLOT1	Mason et al., Oncogene, 2004	Custom	9606														FLOT1	-6.3
1594842	PIGN	23556	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		phosphatidylinositol glycan anchor biosynthesis class N				Ras-induced senescence	Mason2004				human	PIGN	Mason et al., Oncogene, 2004	Custom	9606														PIGN	-6.3
1594843	GNRH1	2796	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		gonadotropin releasing hormone 1				Ras-induced senescence	Mason2004				human	GNRH1	Mason et al., Oncogene, 2004	Custom	9606														GNRH1	-6.3
1594844	CHAF1A	10036	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		chromatin assembly factor 1 subunit A				Ras-induced senescence	Mason2004				human	CHAF1A	Mason et al., Oncogene, 2004	Custom	9606														CHAF1A	-6.1
1594845	GBP1	2633	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		guanylate binding protein 1				Ras-induced senescence	Mason2004				human	GBP1	Mason et al., Oncogene, 2004	Custom	9606														GBP1	-6.1
1594846	LCAT	3931	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		lecithin-cholesterol acyltransferase				Ras-induced senescence	Mason2004				human	LCAT	Mason et al., Oncogene, 2004	Custom	9606														LCAT	-6.1
1594847	MELK	9833	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		maternal embryonic leucine zipper kinase				Ras-induced senescence	Mason2004				human	MELK	Mason et al., Oncogene, 2004	Custom	9606														MELK	-6.1
1594848	NADSYN1	55191	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		NAD synthetase 1				Ras-induced senescence	Mason2004				human	NADSYN1	Mason et al., Oncogene, 2004	Custom	9606														NADSYN1	-6.1
1594849	RACGAP1	29127	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		Rac GTPase activating protein 1				Ras-induced senescence	Mason2004				human	RACGAP1	Mason et al., Oncogene, 2004	Custom	9606														RACGAP1	-6.1
1594850	TEK	7010	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		TEK receptor tyrosine kinase				Ras-induced senescence	Mason2004				human	TEK	Mason et al., Oncogene, 2004	Custom	9606														TEK	-6.1
1594851	CDCA3	83461	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		cell division cycle associated 3				Ras-induced senescence	Mason2004				human	CDCA3	Mason et al., Oncogene, 2004	Custom	9606														CDCA3	-6.1
1594852	AURKB	9212	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		aurora kinase B				Ras-induced senescence	Mason2004				human	AURKB	Mason et al., Oncogene, 2004	Custom	9606														AURKB	-5.9
1594853	COL14A1	7373	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		collagen type XIV alpha 1 chain				Ras-induced senescence	Mason2004				human	COL14A1	Mason et al., Oncogene, 2004	Custom	9606														COL14A1	-5.9
1594854	ID3	3399	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		inhibitor of DNA binding 3, HLH protein				Ras-induced senescence	Mason2004				human	ID3	Mason et al., Oncogene, 2004	Custom	9606														ID3	-5.9
1594855	LIN7A	8825	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		lin-7 homolog A, crumbs cell polarity complex component				Ras-induced senescence	Mason2004				human	LIN7A	Mason et al., Oncogene, 2004	Custom	9606														LIN7A	-5.9
1594856	LMNB1	4001	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		lamin B1				Ras-induced senescence	Mason2004				human	LMNB1	Mason et al., Oncogene, 2004	Custom	9606														LMNB1	-5.9
1594857	RFC4	5984	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		replication factor C subunit 4				Ras-induced senescence	Mason2004				human	RFC4	Mason et al., Oncogene, 2004	Custom	9606														RFC4	-5.9
1594858	TMEM47	83604	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		transmembrane protein 47				Ras-induced senescence	Mason2004				human	TMEM47	Mason et al., Oncogene, 2004	Custom	9606														TM4SF10	-5.9
1594859	ZNF395	55893	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		zinc finger protein 395				Ras-induced senescence	Mason2004				human	ZNF395	Mason et al., Oncogene, 2004	Custom	9606														ZNF395	-5.9
1594860	LUM	4060	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		lumican				Ras-induced senescence	Mason2004				human	LUM	Mason et al., Oncogene, 2004	Custom	9606														LUM	-5.7
1594861	POLQ	10721	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		DNA polymerase theta				Ras-induced senescence	Mason2004				human	POLQ	Mason et al., Oncogene, 2004	Custom	9606														POLQ	-5.7
1594862	SGCD	6444	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		sarcoglycan delta				Ras-induced senescence	Mason2004				human	SGCD	Mason et al., Oncogene, 2004	Custom	9606														SGCD	-5.7
1594863	NSD2	7468	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		nuclear receptor binding SET domain protein 2				Ras-induced senescence	Mason2004				human	NSD2	Mason et al., Oncogene, 2004	Custom	9606														WHSC1	-5.7
1594864	CCNB2	9133	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		cyclin B2				Ras-induced senescence	Mason2004				human	CCNB2	Mason et al., Oncogene, 2004	Custom	9606														CCNB2	-5.5
1594865	ITPR3	3710	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		inositol 1,4,5-trisphosphate receptor type 3				Ras-induced senescence	Mason2004				human	ITPR3	Mason et al., Oncogene, 2004	Custom	9606														ITPR3	-5.5
1594866	MDK	4192	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		midkine (neurite growth-promoting factor 2)				Ras-induced senescence	Mason2004				human	MDK	Mason et al., Oncogene, 2004	Custom	9606														MDK	-5.5
1594867	RECQL4	9401	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		RecQ like helicase 4				Ras-induced senescence	Mason2004				human	RECQL4	Mason et al., Oncogene, 2004	Custom	9606														RECQL4	-5.5
1594868	RFC3	5983	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		replication factor C subunit 3				Ras-induced senescence	Mason2004				human	RFC3	Mason et al., Oncogene, 2004	Custom	9606														RFC3	-5.5
1594869	TAGLN	6876	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		transgelin				Ras-induced senescence	Mason2004				human	TAGLN	Mason et al., Oncogene, 2004	Custom	9606														TAGLN	-5.5
1594870	MATN2	4147	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		matrilin 2				Ras-induced senescence	Mason2004				human	MATN2	Mason et al., Oncogene, 2004	Custom	9606														MATN2	-5.3
1594871	SOCS2	8835	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		suppressor of cytokine signaling 2				Ras-induced senescence	Mason2004				human	SOCS2	Mason et al., Oncogene, 2004	Custom	9606														SOCS2	-5.3
1594872	ACTG2	72	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		actin, gamma 2, smooth muscle, enteric				Ras-induced senescence	Mason2004				human	ACTG2	Mason et al., Oncogene, 2004	Custom	9606														ACTG2	-5.3
1594873	COL5A2	1290	Genes downregulated in Ras-induced senescnce	Ras-induced senescence downregulated		collagen type V alpha 2 chain				Ras-induced senescence	Mason2004				human	COL5A2	Mason et al., Oncogene, 2004	Custom	9606														COL5A2	-5.3
